datetime,ppt,tmin,tmax
1999-10-23,0.0,-6.516400012969971,7.291080102920532
1999-10-24,0.0,-5.40467999458313,7.975500097274781
1999-10-25,0.0,-1.100320019721985,20.00656047821045
1999-10-26,0.0,-0.1778200042247772,14.89141981124878
1999-10-27,0.0,0.6518000060319901,14.89036008834839
1999-10-28,0.0,-4.664379940032959,11.500339775085449
1999-10-29,0.0,-5.378719940185547,10.679080238342284
1999-10-30,0.0,0.3589599931240081,13.7955797958374
1999-10-31,0.0,0.9820800125598907,15.897920055389406
1999-11-01,0.0,4.27149995803833,24.097140731811525
1999-11-02,0.0,-4.194640007019043,6.085380029678345
1999-11-03,0.0,-6.045000200271607,10.610260162353518
1999-11-04,0.0,-5.2462601852417,10.782960147857668
1999-11-05,0.0,-1.2797599864006042,18.06474063873291
1999-11-06,0.0,-3.42626003742218,7.587340040206909
1999-11-07,0.0,-2.7395200538635254,13.930800189971924
1999-11-08,0.0,2.705499949455261,24.219600639343263
1999-11-09,0.0,1.447719962596893,22.30987964630127
1999-11-10,0.0,-0.5599199849367141,10.215359992980956
1999-11-11,0.0,-2.088580098152161,5.078639879226685
1999-11-12,0.0,0.171120001077652,12.9903999710083
1999-11-13,0.0,0.5500200080871582,18.922499961853028
1999-11-14,0.0,-3.640220041275024,13.37714023590088
1999-11-15,0.0,-4.121239957809448,7.899140014648438
1999-11-16,0.0,-3.4367199707031246,12.91356014251709
1999-11-17,0.0,-3.843540034294129,9.508579883575438
1999-11-18,0.0,-3.634980101585388,12.77979986190796
1999-11-19,0.0,-5.789320020675659,1.496279988288879
1999-11-20,0.0,-5.974480133056641,3.957559957504272
1999-11-21,0.0,-4.781639862060547,3.7923800992965697
1999-11-22,0.0,-4.925500068664551,9.370140190124513
1999-11-23,0.0,-6.779639987945557,5.0295000171661375
1999-11-24,0.0,-7.044059944152832,5.0664400863647465
1999-11-25,0.0,-6.662700138092041,4.097519960403442
1999-11-26,0.0,-4.537780075073242,8.066359748840332
1999-11-27,0.0,-7.043500080108642,2.1419000482559203
1999-11-28,0.0,-8.871839885711669,4.0088399267196655
1999-11-29,0.0,-10.988080253601074,2.267360062599182
1999-11-30,0.0,-10.383279762268064,3.294159998893738
1999-12-01,0.0,-1.7193600416183472,6.731260175704956
1999-12-02,0.0,-1.8422799968719483,9.015179595947266
1999-12-03,0.0,-6.709559831619263,4.387020015716553
1999-12-04,0.0,-6.67182014465332,5.802019958496094
1999-12-05,0.0,-10.66893995285034,-0.5314799904823304
1999-12-06,0.0,-10.515140075683592,2.1935399389266967
1999-12-07,0.0,-6.830019855499267,6.258219804763794
1999-12-08,0.0,-6.51163984298706,6.564900064468383
1999-12-09,0.0,-10.95736011505127,0.1920799908041954
1999-12-10,0.0,-10.640380210876463,-0.5539600139856339
1999-12-11,0.0,-6.759340076446533,-0.3253199928998946
1999-12-12,0.0,-6.491020088195801,5.004619979858399
1999-12-13,0.0,-6.915419940948486,3.342300052642822
1999-12-14,0.0,-2.507100067138672,5.688220071792602
1999-12-15,0.0,-11.689380226135254,-1.2020799970626832
1999-12-16,0.0,-21.245120086669925,-12.472299842834472
1999-12-17,0.005699999872595,-18.749880027770995,-14.986259956359865
1999-12-18,0.0,-15.189160194396973,-3.545339994430542
1999-12-19,0.3025200024247169,-7.402559967041016,2.1881599760055543
1999-12-20,0.9948799753189088,-25.358060035705567,-5.725440130233765
1999-12-21,0.0,-25.984620780944823,-18.510779991149903
1999-12-22,0.0,-24.996179847717286,-14.301279926300047
1999-12-23,0.0,-21.34635974884033,-5.765800132751465
1999-12-24,0.0,-5.448480043411255,-0.0660200022906064
1999-12-25,0.0,-4.382980070114136,4.054159841537476
1999-12-26,0.0,-7.56887981414795,6.4288600635528566
1999-12-27,0.0,-11.179860172271727,3.7565999937057497
1999-12-28,0.0,-12.405319843292236,5.705340051651
1999-12-29,0.0,1.8108199906349185,7.656200094223022
1999-12-30,0.0,-6.235820045471192,9.485019760131836
1999-12-31,0.0,-8.127199821472168,3.1774399328231806
2000-01-01,0.0,-9.854980068206787,4.131099891662598
2000-01-02,0.0,-15.310499820709229,-7.560260000228881
2000-01-03,0.1432200045138597,-15.102520046234131,-8.316560249328612
2000-01-04,0.0,-24.768839683532715,-14.0789998626709
2000-01-05,0.0,-25.44708019256592,-7.402219982147217
2000-01-06,0.0,-13.069520034790038,-0.9507599914073944
2000-01-07,0.0,-18.690839881896974,-8.98398012161255
2000-01-08,0.0,-9.926420288085938,3.719440040588379
2000-01-09,0.0,-7.560800046920777,3.802120051383972
2000-01-10,0.8932800042629242,-7.4278400516510015,3.549420027732849
2000-01-11,0.3496800017356872,-21.47847957611084,-1.274239990711212
2000-01-12,0.4627600026130676,-22.13543968200684,-16.582279472351075
2000-01-13,0.0034199998527765,-21.52001991271972,-15.927700004577638
2000-01-14,0.0,-18.56515937805176,-8.602260112762451
2000-01-15,0.0,-14.79576000213623,-7.97520016670227
2000-01-16,0.0,-25.13613971710205,-9.90768009185791
2000-01-17,0.0,-23.95233997344971,-12.234159965515138
2000-01-18,0.0,-15.97788038253784,3.424120078086853
2000-01-19,0.0,-16.54647983551025,-4.870420007705689
2000-01-20,0.0,-20.448879547119137,-12.582099933624267
2000-01-21,0.0,-24.00145961761475,-12.104220066070557
2000-01-22,0.0,-19.970160064697264,-8.395700435638428
2000-01-23,0.0,-17.05995994567871,-7.793159971237183
2000-01-24,0.0,-16.916500015258787,-7.428419809341431
2000-01-25,0.0,-13.422840194702149,-5.475720148086548
2000-01-26,0.0,-18.82885986328125,-6.280840196609497
2000-01-27,0.0,-18.58912063598633,-6.45393988609314
2000-01-28,0.0,-10.304620208740234,-4.28374002456665
2000-01-29,0.0,-12.131880435943604,-1.6810799646377563
2000-01-30,0.0,-13.8619003868103,-5.58579984664917
2000-01-31,0.0,-11.916659870147706,-4.397979850769042
2000-02-01,0.0,-11.788719882965086,-4.046679906845093
