datetime,pr,tmmn,tmmx
2001-08-09,0.0,283.46773254394526,296.44658935546875
2001-08-10,0.0,281.7174578857422,295.33667297363274
2001-08-11,0.0,284.7172644042968,301.4064562988281
2001-08-12,0.0,284.25708984374995,295.72679931640624
2001-08-13,0.0,282.7873126220703,301.5768994140625
2001-08-14,8.913862876892088,287.84727722167963,304.2868908691406
2001-08-15,0.5134733438491821,286.4176837158203,297.05638916015624
2001-08-16,0.0,283.42716430664063,296.31658203125
2001-08-17,1.086328842639923,284.30732971191406,300.3561633300781
2001-08-18,0.0,281.1576025390625,294.96617919921874
2001-08-19,0.0,283.83748352050776,298.1263049316406
2001-08-20,0.0,285.3675329589844,302.6968310546875
2001-08-21,0.0,287.8171563720703,302.51677734374994
2001-08-22,0.0,288.3777667236328,306.3763354492187
2001-08-23,0.0,289.15785705566407,304.46617919921874
2001-08-24,0.0,289.3178198242188,304.65660888671874
2001-08-25,7.058636102676391,289.80736022949213,301.5865100097656
2001-08-26,0.0,288.4171850585937,302.8364794921875
2001-08-27,0.0,284.0275775146484,301.05675537109374
2001-08-28,0.0,285.0371801757812,302.57680541992187
2001-08-29,0.0,286.6877642822265,301.3668267822265
2001-08-30,0.663551288843155,283.1872149658203,295.7667901611328
2001-08-31,0.0,279.1234014892578,295.94385314941405
2001-09-01,3.993594841957092,286.3737268066406,307.5640618896484
2001-09-02,0.0,288.2333435058593,303.5636956787109
2001-09-03,0.0,282.7333129882812,300.13426513671874
2001-09-04,0.0,286.10364624023435,307.88376403808587
2001-09-05,0.0,290.4333557128906,311.0642779541016
2001-09-06,0.4056361377239226,292.1032495117188,305.08374572753905
2001-09-07,0.0,282.17344787597654,293.524330444336
2001-09-08,0.0,280.1237268066406,293.15384704589843
2001-09-09,1.9533781886100765,278.8034857177734,292.0239031982422
2001-09-10,0.0,276.19354858398435,294.9039666748047
2001-09-11,0.0,280.04375061035154,297.493901977539
2001-09-12,0.0,279.9336328125,290.62388916015624
2001-09-13,0.0,276.86351135253904,287.8942645263672
2001-09-14,13.35284957885742,277.59336181640623,283.7842791748047
2001-09-15,0.0,279.10370727539066,286.2638299560547
2001-09-16,0.0,281.15341796875,287.7038348388672
2001-09-17,0.0,282.7734765625,290.9139764404297
2001-09-18,0.0,283.47359069824216,290.8135736083984
2001-09-19,0.0,281.643349609375,296.06390930175775
2001-09-20,7.529498186111449,282.8434204101562,292.79413391113275
2001-09-21,0.0,281.77356567382816,293.1438348388672
2001-09-22,0.1721941512823105,277.61347045898435,291.6041619873047
2001-09-23,0.0,272.6033410644531,284.5141046142578
2001-09-24,0.0,271.8630535888672,288.1439569091796
2001-09-25,0.0,275.0734338378906,291.4737603759765
2001-09-26,0.0,276.583779296875,293.5739520263671
2001-09-27,0.0,278.54307678222654,295.5041253662109
2001-09-28,0.0,280.46335693359373,296.89374328613275
2001-09-29,0.0,283.1934875488281,297.9740655517578
2001-09-30,0.0,282.0010168457031,295.5083605957031
2001-10-01,0.0,278.6809100341797,299.1990264892578
2001-10-02,0.0,278.46106933593745,293.83905151367185
2001-10-03,0.0,274.42112426757814,289.5882275390625
2001-10-04,0.0,271.9908441162109,283.6884954833984
2001-10-05,0.0,272.23154907226564,278.89828613281253
2001-10-06,0.0,267.86088012695313,284.5387280273437
2001-10-07,0.0,270.43142883300777,288.5090850830078
2001-10-08,0.0,276.3711645507812,293.55858459472654
2001-10-09,24.661987190246577,276.0211175537109,290.09837951660154
2001-10-10,3.437260580062865,276.36149291992183,289.3689282226562
2001-10-11,0.0,273.431245727539,290.3084423828125
2001-10-12,0.0,275.5709857177734,287.60882690429685
2001-10-13,0.6669057679176331,273.78129272460933,287.2983410644531
2001-10-14,0.0,276.06129150390626,283.1583264160156
2001-10-15,0.0,273.2612402343749,279.27840026855466
2001-10-16,0.0,269.8012689208984,280.63878479003904
2001-10-17,0.0,270.90088073730465,288.1789868164062
2001-10-18,0.0,273.5413531494141,285.2289135742187
2001-10-19,0.0,273.84156494140626,286.61855163574216
2001-10-20,0.0,273.9609497070312,285.19891479492185
2001-10-21,0.0,272.7114276123047,285.45860900878904
2001-10-22,0.0,273.84156494140626,290.15838745117185
2001-10-23,6.79040994644165,272.11100463867183,282.1984545898438
2001-10-24,1.2403824853897092,266.2411926269531,277.23858764648435
2001-10-25,0.0,266.01093505859376,273.8684094238281
2001-10-26,0.0,262.77118896484376,273.0189221191406
2001-10-27,0.0,263.5010394287109,279.04833068847654
2001-10-28,0.0,270.40128784179683,285.02849182128904
2001-10-29,0.0,269.6111547851562,276.3983471679687
2001-10-30,0.0,269.431103515625,284.4187023925781
2001-10-31,0.0,274.5628106689453,287.25113098144527
2001-11-01,0.0,276.8428094482422,285.2209289550781
2001-11-02,0.0,272.4729364013672,287.1511022949219
2001-11-03,0.0,273.3132989501953,290.0607702636718
2001-11-04,0.0,273.382817993164,289.9511206054687
2001-11-05,0.0,273.4929559326172,292.2606195068359
2001-11-06,0.0,275.17291564941405,283.57086120605464
2001-11-07,1.943718168735504,270.6929046630859,285.16092102050777
2001-11-08,0.0,266.14294982910155,280.19105224609376
2001-11-09,0.0,270.7829339599609,289.8507073974609
2001-11-10,0.0,271.71292419433587,284.8308227539062
2001-11-11,0.0,270.2930023193359,284.17103027343745
2001-11-12,0.0,270.0932366943359,285.33097290039063
2001-11-13,0.0,271.71292419433587,290.02113037109376
2001-11-14,0.0,274.2730462646484,291.27109985351564
2001-11-15,0.0,275.7629119873047,290.5005181884766
2001-11-16,0.0,275.62341857910155,291.1110632324219
2001-11-17,0.0,274.7529046630859,289.76068054199214
2001-11-18,0.0,270.0028436279297,280.7208068847656
2001-11-19,0.0,266.44318176269525,280.14066528320313
2001-11-20,0.0,268.33291931152337,284.0706170654297
2001-11-21,0.0,272.4335076904297,284.17103027343745
2001-11-22,0.0,272.4230706787109,280.6908081054687
2001-11-23,0.0,272.35352111816405,282.590972290039
2001-11-24,0.0,270.4630181884765,277.2206109619141
2001-11-25,0.0,265.0232293701172,273.3506768798828
2001-11-26,0.0,261.4728448486328,267.8910339355469
2001-11-27,0.8096669030189514,260.12286682128905,267.1708392333984
2001-11-28,0.4389384829998016,258.90308166503905,265.2506811523437
2001-11-29,0.0,256.40283752441405,265.2710693359375
2001-11-30,1.0494476318359374,265.14582519531245,272.8818829345703
2001-12-01,0.0,260.3656127929687,271.65193054199216
2001-12-02,0.0,262.11588745117183,274.41230895996097
2001-12-03,0.0,267.7457397460937,277.5520666503906
2001-12-04,0.0,268.18619995117183,274.19188049316404
2001-12-05,1.7267979216575622,264.8861816406249,271.6723187255859
2001-12-06,0.0,261.3960693359375,267.94203308105466
