datetime,prcp,tmin,tmax
1980-01-01,0.0,-12.71347797906446,-6.001324140978424
1980-01-02,0.0,-17.01442640101014,-8.79600798188462
1980-01-03,0.0,-20.54569163718242,-8.381640394685768
1980-01-04,0.0,-13.73100778142454,-6.27812260695597
1980-01-05,6.371600793755572,-11.415335936037447,-6.992668032174997
1980-01-06,7.96634383258141,-18.28237210903243,-8.480513885558358
1980-01-07,0.0,-27.28662055848616,-18.405632158513125
1980-01-08,0.0,-32.697904820498735,-24.41847822317493
1980-01-09,0.0,-32.1050994857969,-20.32553361809772
1980-01-10,0.0,-24.63992123735752,-9.460889311176045
1980-01-11,0.0,-24.389506034700297,-10.668181743546436
1980-01-12,0.0,-27.33158090840215,-5.760573081819436
1980-01-13,0.0,-14.56106741155089,3.322509830648249
1980-01-14,0.0,-12.363102948712736,-1.4685375794120457
1980-01-15,0.0,-11.560276693035018,-1.2865415175441697
1980-01-16,0.0,-13.494209734347498,-2.843576985856761
1980-01-17,0.0,-17.9645850705535,-2.53086953577788
1980-01-18,0.0,-15.353912971707672,-4.541719402720335
1980-01-19,0.0,-17.98608736558394,-4.584664152544948
1980-01-20,0.0,-15.435908901832793,-1.5043873475945513
1980-01-21,0.0,-10.386126367470965,-1.8518972097649404
1980-01-22,0.0,-12.694624516332574,-5.35492107802229
1980-01-23,1.1254347821940545,-16.063260474223863,0.5408497985172649
1980-01-24,0.7307114786074568,-11.271738987195162,2.7461264859075136
1980-01-25,0.0,-24.29173907932086,-11.022509755824396
1980-01-26,0.0,-27.764486418411195,-20.24110651581655
1980-01-27,0.0,-28.712094823362325,-18.663518441995613
1980-01-28,0.0,-28.289960382484164,-19.69699590856379
1980-01-29,0.0,-30.732095179350477,-17.977707874162395
1980-01-30,0.0,-27.16596898919509,-14.210909063165838
1980-01-31,0.0,-25.3198818425416,-9.58752977423988
1980-02-01,0.0,-22.725790585453804,-11.932470527091043
1980-02-02,0.0,-19.552549456419207,-8.70610684179977
1980-02-03,0.0,-13.902252981314072,-6.90756913230353
1980-02-04,3.751264820928159,-9.60310269909885,-2.6748814945635586
1980-02-05,0.0,-8.089506039977545,-2.797707464383996
1980-02-06,0.0,-10.920632443409191,-3.3457706596540366
1980-02-07,0.9190909266471862,-9.90215437214365,-5.14685766499033
1980-02-08,0.0,-12.409584818150211,-6.010059395326456
1980-02-09,0.0,-16.01652211728303,-1.3153359673239968
1980-02-10,0.0,-12.567094866937326,-5.425632391051341
1980-02-11,0.0,-15.69946620021413,-9.667450524130356
1980-02-12,0.0,-20.43881387672877,-6.023280543300944
1980-02-13,0.0,-17.282391039279137,-8.678359448202986
1980-02-14,0.0,-20.354821619780164,-11.602806249626068
1980-02-15,0.0,-22.19699588217754,-12.233577023381772
1980-02-16,0.0,-22.673181888143063,-9.83462475976454
1980-02-17,0.0,-21.18142253136918,-4.797727347362654
1980-02-18,0.0,-15.344664215570385,-1.782272746911633
1980-02-19,1.5800000429153442,-10.288675854799775,-2.6981621047724844
1980-02-20,0.0,-9.801343625713242,-5.618774691118082
1980-02-21,0.0,-11.217905291455535,-4.784446610763611
1980-02-22,0.0,-12.075830318239836,-5.4009683923759
1980-02-23,0.0,-21.5928649977733,-2.4122529571706592
1980-02-24,0.0,-16.07181791825728,-5.9604346827556025
1980-02-25,0.0,-25.47187700007744,-8.874347747078996
1980-02-26,0.0,-19.21913073091168,-0.936442697472252
1980-02-27,2.4806719551915712,-15.516778570861211,-4.79743088469675
1980-02-28,0.0,-22.84705565004009,-11.592608764708748
1980-02-29,0.0,-32.665710562302664,-19.665197515676148
1980-03-01,0.0,-32.53654190485656,-8.840849540921539
1980-03-02,0.0,-20.056838092125453,-2.191877525785695
1980-03-03,0.0,-14.177707379985703,-5.280988131587213
1980-03-04,0.0,-19.907766515558414,-12.56691734781378
1980-03-05,0.0,-22.82209533193837,-11.562865681327848
1980-03-06,0.0,-20.25201588280116,-6.870948739673779
1980-03-07,0.0,-23.228063293125317,-3.218478272554903
1980-03-08,0.0,-17.773359212008387,-3.9425889974526265
1980-03-09,0.0,-13.83719367566316,2.5304742976139654
1980-03-10,0.0,-19.47163984049921,-4.524940649040132
1980-03-11,0.0,-21.812115039750047,-7.152826053822935
1980-03-12,2.9491897717766142,-12.297351756114734,-1.010533586792324
1980-03-13,0.0,-16.736284998565797,-1.082015805800442
1980-03-14,0.0,-13.209723286006762,-2.351007934615546
1980-03-15,0.0,-8.747905124317516,5.979426806152102
1980-03-16,0.0,-9.030810062121969,0.5196442554590731
1980-03-17,0.0,-12.473498231337476,2.508656118227088
1980-03-18,0.0,-7.538142347524289,5.337035562681114
1980-03-19,0.0,-3.9730436048017657,4.684841977748945
1980-03-20,0.0,-5.185750936802197,1.6209090948104858
1980-03-21,0.0,-8.803715221495498,1.867371557965109
1980-03-22,5.167134441405888,-6.812806258559698,-0.2143675841891718
1980-03-23,0.0,-6.96962434877991,-1.9280830145824568
1980-03-24,0.0,-12.62861662702598,1.7424703721001211
1980-03-25,0.0,-9.615691797535408,2.714841930762581
1980-03-26,0.0,-4.938399082115988,2.450375541396763
1980-03-27,0.0,-5.992648112444067,4.214426889721112
1980-03-28,0.0,-3.813774642737016,4.055256996230175
1980-03-29,0.0,-3.983241122701894,7.428557150919919
1980-03-30,0.0,-3.517766781475233,7.0166600815392295
1980-03-31,0.0,-2.716679873673812,9.147806014939258
1980-04-01,0.0,-2.27092883379563,9.379486268688094
1980-04-02,0.0,-1.9131423065313709,9.11017799000495
1980-04-03,0.0,-1.5317589042215007,9.3583005162567
1980-04-04,0.0,-5.335276690396395,13.043379465110688
1980-04-05,0.0,-2.339584894802259,17.968102869780168
1980-04-06,0.0,1.0579644408621809,20.363419660937648
1980-04-07,0.0,2.673636436462402,13.349466772418715
1980-04-08,0.0,-1.1406323961589646,4.8230040205326
1980-04-09,0.0,-3.5391501602919213,10.293359988291744
1980-04-10,0.0,-6.646541474836146,10.768300376861934
1980-04-11,0.0,-5.505059378891595,9.34727264675698
1980-04-12,0.0,-5.82205548399522,9.57853743964033
1980-04-13,0.0,-6.813478328493744,10.953418859851215
1980-04-14,0.0,-5.36381426159101,19.2966403094205
1980-04-15,0.0,-4.758241113466706,15.571976162228186
1980-04-16,0.0,2.1025493309903047,16.948142285403524
1980-04-17,0.0,0.7452371586924015,23.16517768452761
1980-04-18,0.0,5.563992172361833,27.865730892528184
1980-04-19,0.0,5.720750836986798,25.23079073381989
1980-04-20,0.0,9.46365624831128,32.40246952192586
1980-04-21,0.0,10.109703307095254,35.87575096009749
1980-04-22,0.0,9.519466675317334,25.341838139319133
1980-04-23,0.0,-1.6098221488620923,19.23503918327362
1980-04-24,0.0,-2.2017193952567964,17.134366996674668
1980-04-25,0.0,-0.1607312290181991,19.92041510555584
1980-04-26,0.0,3.783952536790267,19.85436807036871
1980-04-27,0.0,4.243162076934994,23.84199624570462
1980-04-28,0.0,2.778893253077632,25.995414914820977
1980-04-29,0.0,3.3930830875404268,24.52616587929104
1980-04-30,0.0,4.645276660504548,25.38033614328256
1980-05-01,0.0,7.403458464287015,27.911244935197796
1980-05-02,0.0,5.611995992924384,29.710177681662817
1980-05-03,0.0,7.671086806082443,30.04399219332005
1980-05-04,0.0,8.884743270195518,30.83434784930685
1980-05-05,0.0,6.816502111231385,25.20788475835748
1980-05-06,0.0,-0.2981225323417912,18.07565219788684
1980-05-07,0.0,-3.879545453508852,9.38602759432887
1980-05-08,0.0,-5.140158006796252,14.913379388364408
1980-05-09,0.0,-1.2090514224508533,21.347332415373423
1980-05-10,0.0,2.789347788561945,17.35207545615939
1980-05-11,0.0,-2.7488932816878604,17.34901148905396
1980-05-12,0.0,-1.1899604703126687,17.613774672798485
1980-05-13,0.0,1.2372332137563955,13.427470276949434
1980-05-14,0.0,1.2664821977200715,16.00794484587055
1980-05-15,0.0,-0.0966600803621555,22.40013796161757
1980-05-16,0.0,3.063656065775001,21.910791038995672
1980-05-17,0.0,4.558359857604438,23.08646244682342
1980-05-18,0.0,5.820849753180039,27.741086752518363
1980-05-19,0.0,9.22835965213097,29.301442029447895
1980-05-20,0.0,10.685454525024053,31.00229239558043
1980-05-21,0.0,13.55150215427866,34.33191676384846
1980-05-22,0.0,13.23547406253136,33.64697649356405
1980-05-23,0.0,13.50966417930814,31.579466314655047
1980-05-24,0.0,12.562549395052342,29.59049431420127
1980-05-25,0.0,14.60079055341336,30.86901160002697
1980-05-26,13.798399307039888,14.207094833313713,30.90474281009478
1980-05-27,11.503853863878213,10.313557332683455,32.21549438205161
1980-05-28,12.28990112463005,13.7510869814002,30.124901157122828
1980-05-29,0.0,10.902174084554076,24.46980182738172
1980-05-30,0.0,10.320019558013191,22.431067523277797
1980-05-31,7.172569209879094,10.8131225533165,21.969426984372344
1980-06-01,4.393438620058444,10.304031487038957,22.692549826128207
1980-06-02,0.0,8.614170146082703,20.23946616206716
1980-06-03,0.0,8.711205638915654,24.56535619803568
1980-06-04,23.682786854830653,12.250276752140213,24.965573295774192
1980-06-05,13.4136166346403,13.420276538185451,25.19120536774044
1980-06-06,6.049446699647564,11.571620424745582,23.60474357303424
1980-06-07,7.240158045244781,5.2857511740899366,17.06604703518713
1980-06-08,0.0,6.038814197887074,22.60926926654318
1980-06-09,0.0,8.996087006429438,26.16367590003334
1980-06-10,0.0,10.764940563397916,27.7967386396506
1980-06-11,0.5834189903123577,12.952746907712912,30.026086826098297
1980-06-12,4.744525599385439,15.862095035583136,28.77047462991104
1980-06-13,12.042233455793662,13.770039494329762,26.763320462977
1980-06-14,0.0,13.03223305163176,25.624901157122824
1980-06-15,0.0,9.883438877437426,20.463655396412484
1980-06-16,0.0,6.645849757514923,23.276858220458504
1980-06-17,0.0,11.59416979197928,28.85746999974307
1980-06-18,4.559031690062271,9.229940715985808,23.731284156618383
1980-06-19,0.0,6.147549376657358,22.11575085560795
1980-06-20,0.0,9.925395283303244,25.789467133081008
1980-06-21,0.0,12.84648246727442,28.26379478213344
1980-06-22,0.0,12.888182119889692,32.03124535602072
1980-06-23,0.0,16.065434372943383,31.6854147213721
1980-06-24,0.0,16.158656022294235,29.97816162712489
1980-06-25,0.0,14.613082853701744,30.43776659908973
1980-06-26,11.989683897598928,9.39217385567224,24.807272477583453
1980-06-27,8.136067155792778,10.853735320652898,23.19646237867152
1980-06-28,0.0,12.074229040635904,20.269703280784395
1980-06-29,0.0,8.166699605496975,24.308161678992708
1980-06-30,0.1694268800995566,12.202549361428725,31.99976208652903
1980-07-01,0.0,11.296660246114016,26.78150252391227
1980-07-02,0.0,9.666146233147783,30.97110671017009
1980-07-03,0.0,12.614229175884262,31.90248986572145
1980-07-04,0.0,15.27798437977968,30.193597280932035
1980-07-05,0.0,11.039071499594586,30.06855697405668
1980-07-06,5.197470386980078,16.60213401854745,31.21381455447834
1980-07-07,0.0,17.4483594291295,28.56187732606066
1980-07-08,0.0,10.620177777859531,28.62598819129552
1980-07-09,0.0,12.781541387083031,32.48221378552584
1980-07-10,0.0,16.0010869814002,38.61049466641995
1980-07-11,0.0,19.10741144489393,34.92912937812655
1980-07-12,0.0,13.877035693217644,32.76292474467763
1980-07-13,0.0,19.334545482288707,35.922509136878446
1980-07-14,0.0,17.4479051258253,31.933458882358234
1980-07-15,3.964881478091002,13.755079190250443,28.108557889584027
1980-07-16,0.0,13.09608687336737,29.288558021364477
1980-07-17,8.493794439338412,13.926758670052992,29.07551365501796
1980-07-18,0.0,12.574644109477168,27.673320310389094
