DATE,P01,P02,P03,P04,P06,P07,P08,P11,T01,T02,T03,T04,T05,T06,T07,T08,T09
5/4/15,559.94,560.55,557.87,560.55,562.19,562.41,556.68,545.71,559.94,NA,560.08,561.94,569.56,564.61,569.65,576.96,576.57
5/15/15,560,560.61,557.98,560.61,562.26,562.46,556.71,545.75,560,556.79,560.09,562.07,569.71,564.65,569.81,576.96,576.68
5/22/15,560.09,560.68,558.03,560.68,562.34,562.53,556.7,545.83,560.09,556.78,560.08,562.27,569.87,564.65,569.94,576.99,576.78
5/29/15,560.09,560.67,558.03,560.67,562.32,562.53,556.67,545.82,560.09,556.75,560.08,562.26,569.83,564.65,569.94,576.99,576.78
6/3/15,560.07,560.66,558.03,560.66,562.31,562.52,556.66,545.8,560.07,556.74,560.09,562.26,569.81,564.65,569.94,576.99,576.77
6/8/15,560.07,560.64,558.02,560.64,562.3,562.51,556.65,545.81,560.07,556.74,560.08,562.24,569.77,564.64,569.92,576.99,576.75
6/17/15,560.08,560.66,558.04,560.66,562.32,562.53,556.67,545.82,560.08,556.75,560.09,562.27,569.8,564.65,569.94,576.99,576.78
6/22/15,560.06,560.67,558.04,560.67,562.35,562.56,556.68,545.81,560.06,556.76,560.09,562.28,569.82,564.65,569.96,577,576.8
6/29/15,560.06,560.64,558.01,560.64,562.31,562.53,556.65,545.8,560.06,556.73,560.04,562.19,569.71,564.62,569.91,576.98,576.76
7/7/15,560.06,560.64,558,560.64,562.31,562.53,556.64,545.78,560.06,556.72,560.04,562.13,569.61,564.61,569.88,576.98,576.75
7/13/15,560.03,560.61,557.97,560.61,562.3,562.51,556.63,545.75,560.03,556.7,559.99,562.05,569.56,564.58,569.85,576.96,576.72
7/20/15,560.02,560.6,557.96,560.6,562.28,562.5,556.62,545.75,560.02,556.7,559.98,561.96,569.56,564.57,569.81,576.96,576.7
7/27/15,559.99,560.58,557.92,560.58,562.26,562.48,556.6,545.73,559.99,556.67,559.91,561.94,569.56,564.52,569.74,576.96,576.66
8/3/15,559.95,560.53,557.85,560.53,562.21,562.43,556.55,545.68,559.95,556.6,559.79,561.94,569.56,564.43,569.62,576.96,576.59
8/10/15,559.92,560.5,557.78,560.5,562.19,562.41,556.52,545.67,559.92,556.55,559.66,561.94,569.56,564.37,569.56,576.96,576.53
8/18/15,559.88,560.48,557.74,560.48,562.15,562.4,556.5,545.62,559.88,556.51,559.66,561.94,569.56,564.29,569.56,576.96,576.5
8/24/15,559.86,560.45,557.72,560.45,562.13,562.35,556.49,545.61,559.86,556.51,559.66,561.94,569.56,564.26,569.56,576.96,576.46
8/31/15,559.84,560.44,557.67,560.44,562.12,562.34,556.47,545.59,559.84,556.46,559.66,561.94,569.56,564.26,569.56,576.96,576.43
9/8/15,559.82,560.41,557.63,560.41,562.09,562.31,556.45,545.56,559.82,556.43,559.66,561.94,569.56,564.26,569.56,576.96,576.16
9/14/15,559.79,560.39,557.58,560.39,562.06,562.28,556.42,545.54,559.79,556.38,559.66,561.94,569.56,564.26,569.56,576.96,576.16
9/21/15,559.76,560.36,557.55,560.36,562.04,562.26,556.4,545.51,559.76,556.35,559.66,561.94,569.56,564.26,569.56,576.96,576.16
9/30/15,559.73,560.33,557.49,560.33,562.01,562.23,556.38,545.47,559.73,NA,559.66,561.94,569.56,564.26,569.56,576.96,576.16
10/5/15,559.71,560.3,557.48,560.3,561.99,562.21,556.36,545.45,559.71,556.29,559.66,561.94,569.56,564.26,569.56,576.96,576.16
10/21/15,559.67,560.26,557.42,560.26,561.95,562.16,556.34,545.4,559.67,NA,559.66,561.94,569.56,564.26,569.56,576.96,576.16
